,x,y,z,layer,qt,fs
203,0,18,5,3,5.134592647613964,84.63459264761396
204,0,18,6,3,5.298702664032013,84.798702664032
205,0,18,7,3,5.456123381128616,84.95612338112862
206,0,18,8,3,5.572788975113744,85.07278897511374
207,0,18,9,3,5.618177084203184,85.11817708420318
208,0,18,10,3,5.572813269855096,85.07281326985509
209,0,19,0,3,5.100728729812135,84.60072872981213
210,0,19,1,3,5.05477345665393,84.55477345665393
211,0,19,2,3,5.044833568945105,84.54483356894511
212,0,19,3,3,5.080620714746049,84.58062071474605
213,0,19,4,3,5.164067262022337,84.66406726202234
214,0,19,5,3,5.28646386508571,84.78646386508571
215,0,19,6,3,5.428098424561408,84.92809842456141
216,0,19,7,3,5.560927607452249,85.06092760745224
217,0,19,8,3,5.653936103884578,85.15393610388458
218,0,19,9,3,5.680063775706707,85.18006377570671
219,0,19,10,3,5.623098720815253,85.12309872081525
220,0,20,0,3,5.220379911350474,84.72037991135048
221,0,20,1,3,5.180879925520603,84.6808799255206
222,0,20,2,3,5.16694066116302,84.66694066116303
223,0,20,3,3,5.1903961340972105,84.69039613409721
224,0,20,4,3,5.256259990584212,84.75625999058421
225,0,20,5,3,5.359045176589746,84.85904517658975
226,0,20,6,3,5.4819603515648945,84.9819603515649
227,0,20,7,3,5.599532806024533,85.09953280602453
228,0,20,8,3,5.68309225129201,85.18309225129201
229,0,20,9,3,5.707681157971812,85.2076811579718
230,0,20,10,3,5.658577059109668,85.15857705910966
231,1,0,0,1,9.267316469890801,110.2673164698908
232,1,0,1,1,9.107164142115115,110.10716414211511
233,1,0,2,1,8.918871982138384,109.91887198213838
234,1,0,3,1,8.74337660210947,109.74337660210946
235,1,0,4,1,8.61989015558095,109.61989015558095
236,1,0,5,1,8.575728244730502,109.5757282447305
237,1,0,6,1,8.619851437863504,109.6198514378635
238,1,0,7,1,8.741673962973849,109.74167396297385
239,1,0,8,1,8.914997003068796,109.91499700306879
240,1,0,9,1,9.105488823299408,110.10548882329941
241,1,0,10,1,9.279371864824638,110.27937186482464
242,1,1,0,1,9.29617983655032,110.29617983655032
243,1,1,1,1,9.140762300875874,110.14076230087588
244,1,1,2,1,8.958809122846828,109.95880912284683
245,1,1,3,1,8.787152671278644,109.78715267127865
246,1,1,4,1,8.66178196672671,109.6617819667267
247,1,1,5,1,8.608847850986415,109.60884785098642
248,1,1,6,1,8.638570497640202,109.6385704976402
249,1,1,7,1,8.743550598859459,109.74355059885946
250,1,1,8,1,8.901608006036016,109.90160800603601
251,1,1,9,1,9.08201153997079,110.0820115399708
252,1,1,10,1,9.2531847104537,110.2531847104537
253,1,2,0,1,9.230225534909879,110.23022553490988
254,1,2,1,1,9.092741302343482,110.09274130234348
255,1,2,2,1,8.934016671317414,109.93401667131741
256,1,2,3,1,8.784032304294913,109.78403230429491
257,1,2,4,1,8.67267634884621,109.67267634884621
258,1,2,5,1,8.6225915491951,109.62259154919509
259,1,2,6,1,8.64398977166876,109.64398977166876
260,1,2,7,1,8.732718728707935,109.73271872870794
261,1,2,8,1,8.871888348881905,109.87188834888191
262,1,2,9,1,9.03639345553448,110.03639345553448
263,1,2,10,1,9.198981938848123,110.19898193884812
264,1,3,0,2,2.062463035483746,75.06246303548374
265,1,3,1,2,1.9792293205900446,74.97922932059005
266,1,3,2,2,1.8857420883006315,74.88574208830063
267,1,3,3,2,1.7930841196503136,74.79308411965032
268,1,3,4,2,1.7132495068008895,74.71324950680089
269,1,3,5,2,1.6572604866200251,74.65726048662002
270,1,3,6,2,1.6334213332380847,74.63342133323809
271,1,3,7,2,1.6460203709634642,74.64602037096347
272,1,3,8,2,1.6946986984710593,74.69469869847106
273,1,3,9,2,1.7745752527624559,74.77457525276246
274,1,3,10,2,1.8770792935166294,74.87707929351663
275,1,4,0,2,1.8529397827307272,74.85293978273073
276,1,4,1,2,1.7932551929871516,74.79325519298715
277,1,4,2,2,1.730877351435178,74.73087735143518
278,1,4,3,2,1.6722694394877675,74.67226943948776
279,1,4,4,2,1.6244633137251805,74.62446331372519
280,1,4,5,2,1.5941224965157461,74.59412249651575
281,1,4,6,2,1.586585961104938,74.58658596110494
282,1,4,7,3,5.146592509124703,84.6465925091247
283,1,4,8,3,5.249855776221342,84.74985577622134
284,1,4,9,3,5.376703694860218,84.87670369486021
285,1,4,10,3,5.512069646983795,85.01206964698379
286,1,5,0,2,1.6240055306602865,74.62400553066028
287,1,5,1,2,1.5889680136617934,74.5889680136618
288,1,5,2,2,1.5588385986727635,74.55883859867276
289,1,5,3,3,4.9853749247624215,84.48537492476243
290,1,5,4,3,4.978206564691081,84.47820656469108
291,1,5,5,3,4.991894279147261,84.49189427914726
292,1,5,6,3,5.029773210288389,84.52977321028838
293,1,5,7,3,5.093323073942357,84.59332307394236
294,1,5,8,3,5.181078657521152,84.68107865752116
295,1,5,9,3,5.287950048634709,84.78795004863471
296,1,5,10,3,5.405318190783428,84.90531819078343
297,1,6,0,3,4.867793553484296,84.36779355348429
298,1,6,1,3,4.854403754780399,84.35440375478039
299,1,6,2,3,4.858584146725084,84.35858414672508
300,1,6,3,3,4.877433546504907,84.3774335465049
301,1,6,4,3,4.907731025139941,84.40773102513994
302,1,6,5,3,4.947539635515453,84.44753963551545
303,1,6,6,3,4.996930098713047,84.49693009871305
304,1,6,7,3,5.057525349961641,84.55752534996164
305,1,6,8,3,5.131079329171591,84.6310793291716
306,1,6,9,3,5.217702809847176,84.71770280984718
307,1,6,10,3,5.31447451869145,84.81447451869145
308,1,7,0,3,4.706909206172284,84.20690920617228
309,1,7,1,3,4.719820805404295,84.2198208054043
310,1,7,2,3,4.756520465859958,84.25652046585996
311,1,7,3,3,4.8092988293119765,84.30929882931197
312,1,7,4,3,4.86957559126165,84.36957559126165
313,1,7,5,3,4.9307957888345335,84.43079578883453
314,1,7,6,3,4.990211141682657,84.49021114168266
315,1,7,7,3,5.048961748313417,84.54896174831342
316,1,7,8,3,5.110570730715098,84.6105707307151
317,1,7,9,3,5.178557123501751,84.67855712350175
318,1,7,10,3,5.254131820602305,84.75413182060231
319,1,8,0,3,4.61814145052805,84.11814145052804
320,1,8,1,3,4.648677404846807,84.14867740484681
321,1,8,2,3,4.706054125115441,84.20605412511544
322,1,8,3,3,4.780276654905601,84.2802766549056
323,1,8,4,3,4.860012149644261,84.36001214964426
324,1,8,5,3,4.936072743634362,84.43607274363437
325,1,8,6,3,5.003723869712217,84.50372386971222
326,1,8,7,3,5.063100305480605,84.5631003054806
327,1,8,8,3,5.117796169380688,84.61779616938068
328,1,8,9,3,5.172370765460302,84.6723707654603
329,1,8,10,3,5.229815727517169,84.72981572751716
330,1,9,0,3,4.587211318157312,84.08721131815732
331,1,9,1,3,4.623534147990299,84.1235341479903
332,1,9,2,3,4.68737495542652,84.18737495542652
333,1,9,3,3,4.7690844203099845,84.26908442030998
334,1,9,4,3,4.857311219830297,84.3573112198303
335,1,9,5,3,4.942332808983409,84.44233280898341
336,1,9,6,3,5.018302648375467,84.51830264837547
337,1,9,7,3,5.08373676867581,84.5837367686758
338,1,9,8,3,5.140339594737419,84.64033959473743
339,1,9,9,3,5.1909127772086565,84.69091277720865
340,1,9,10,3,5.237336043269826,84.73733604326982
341,1,10,0,3,4.585099974326642,84.08509997432664
342,1,10,1,3,4.613647987914732,84.11364798791473
343,1,10,2,3,4.6696040756475625,84.16960407564757
344,1,10,3,3,4.746050283040229,84.24605028304023
345,1,10,4,3,4.83399087773936,84.33399087773935
346,1,10,5,3,4.924879694646346,84.42487969464635
347,1,10,6,3,5.012290160525042,84.51229016052504
348,1,10,7,3,5.0922504734468745,84.59225047344688
349,1,10,8,3,5.162454056943475,84.66245405694347
350,1,10,9,3,5.221063136175554,84.72106313617556
351,1,10,10,3,5.26591492550817,84.76591492550817
352,1,11,0,3,4.5830664572178526,84.08306645721785
353,1,11,1,3,4.591187544957284,84.09118754495728
354,1,11,2,3,4.62759701504035,84.12759701504035
355,1,11,3,3,4.689851598059051,84.18985159805905
356,1,11,4,3,4.772850846435412,84.27285084643542
357,1,11,5,3,4.8701177053128895,84.3701177053129
358,1,11,6,3,4.9745719089211935,84.47457190892119
359,1,11,7,3,5.078626690462092,84.57862669046209
360,1,11,8,3,5.1739725914354455,84.67397259143544
361,1,11,9,3,5.251705619843532,84.75170561984353
362,1,11,10,3,5.303327130380324,84.80332713038032
363,1,12,0,3,4.5662062086606685,84.06620620866067
364,1,12,1,3,4.54534885376093,84.04534885376093
365,1,12,2,3,4.555894837637359,84.05589483763735
366,1,12,3,3,4.600629453962407,84.10062945396241
367,1,12,4,3,4.678735426440577,84.17873542644058
368,1,12,5,3,4.785676671719682,84.28567667171968
369,1,12,6,3,4.913028228529166,84.41302822852917
370,1,12,7,3,5.048424422015405,84.5484244220154
371,1,12,8,3,5.1761348212334095,84.6761348212334
372,1,12,9,3,5.2788171413426275,84.77881714134263
373,1,12,10,3,5.340620257260598,84.8406202572606
374,1,13,0,3,4.539700965270751,84.03970096527075
375,1,13,1,3,4.487998359434891,83.9879983594349
376,1,13,2,3,4.473204399007475,83.97320439900747
377,1,13,3,3,4.502936173549895,84.0029361735499
378,1,13,4,3,4.579872568813074,84.07987256881307
379,1,13,5,3,4.700398780583739,84.20039878058374
380,1,13,6,3,4.8537123089077605,84.35371230890776
381,1,13,7,3,5.021859361368012,84.52185936136802
382,1,13,8,3,5.181297809399813,84.68129780939981
383,1,13,9,3,5.3063727208722575,84.80637272087226
384,1,13,10,3,5.374492904943338,84.87449290494334
385,1,14,0,3,4.525293582581708,84.02529358258171
386,1,14,1,3,4.448362509528123,83.94836250952812
387,1,14,2,3,4.41514662535936,83.91514662535936
388,1,14,3,3,4.436686775646173,83.93668677564618
389,1,14,4,3,4.517527304749035,84.01752730474904
390,1,14,5,3,4.65351252208438,84.15351252208438
391,1,14,6,3,4.830561143352128,84.33056114335213
392,1,14,7,3,5.025081418260412,84.52508141826041
393,1,14,8,3,5.206617405411101,84.7066174054111
394,1,14,9,3,5.342899750455704,84.8428997504557
395,1,14,10,3,5.406721637972004,84.906721637972
396,1,15,0,3,4.549869478188353,84.04986947818836
397,1,15,1,3,4.459214339268289,83.95921433926829
398,1,15,2,3,4.418381218285483,83.91838121828549
399,1,15,3,3,4.439877453500618,83.93987745350061
400,1,15,4,3,4.528256715222065,84.02825671522207
401,1,15,5,3,4.677544092152791,84.17754409215279
402,1,15,6,3,4.870092681424075,84.37009268142407
403,1,15,7,3,5.07760377065343,84.57760377065343
404,1,15,8,3,5.264798437404423,84.76479843740442
405,1,15,9,3,5.39567000192202,84.89567000192201
406,1,15,10,3,5.441429023272005,84.94142902327201
407,1,16,0,3,4.6314105050267145,84.13141050502671
408,1,16,1,3,4.540758602512,84.040758602512
409,1,16,2,3,4.50314271682475,84.00314271682475
410,1,16,3,3,4.530705439560302,84.03070543956031
411,1,16,4,3,4.626641258893385,84.12664125889339
412,1,16,5,3,4.782635415732655,84.28263541573266
413,1,16,6,3,4.978083071245436,84.47808307124544
414,1,16,7,3,5.181785477002202,84.68178547700221
415,1,16,8,3,5.356433129868772,84.85643312986878
416,1,16,9,3,5.465552739525048,84.96555273952505
417,1,16,10,3,5.481801531875827,84.98180153187583
418,1,17,0,3,4.768574743744548,84.26857474374455
419,1,17,1,3,4.689359923116228,84.18935992311623
420,1,17,2,3,4.661958846198901,84.1619588461989
421,1,17,3,3,4.697112062991581,84.19711206299158
422,1,17,4,3,4.796326594617084,84.29632659461708
423,1,17,5,3,4.949478586860748,84.44947858686075
424,1,17,6,3,5.134443680716949,84.63444368071696
425,1,17,7,3,5.319361208982659,84.81936120898266
426,1,17,8,3,5.4676244816637745,84.96762448166378
427,1,17,9,3,5.545027061067674,85.04502706106767
428,1,17,10,3,5.527793367936183,85.02779336793618
429,1,18,0,3,4.938424457917237,84.43842445791724
430,1,18,1,3,4.876066901209246,84.37606690120924
431,1,18,2,3,4.85960657738328,84.35960657738327
432,1,18,3,3,4.898546728896553,84.39854672889655
433,1,18,4,3,4.993593487730466,84.49359348773046
434,1,18,5,3,5.134281594621257,84.63428159462126
435,1,18,6,3,5.298828519038309,84.79882851903831
436,1,18,7,3,5.4567353488237105,84.95673534882371
437,1,18,8,3,5.574000655395162,85.07400065539517
438,1,18,9,3,5.620132624955294,85.12013262495529
439,1,18,10,3,5.575567954731547,85.07556795473154
440,1,19,0,3,5.103249893971191,84.6032498939712
441,1,19,1,3,5.055629905820996,84.555629905821
442,1,19,2,3,5.044491934499623,84.54449193449962
443,1,19,3,3,5.079439011250919,84.57943901125093
444,1,19,4,3,5.162191016237958,84.66219101623795
445,1,19,5,3,5.283857583077071,84.78385758307707
446,1,19,6,3,5.424682298146086,84.92468229814608
447,1,19,7,3,5.55673505147841,85.05673505147841
448,1,19,8,3,5.64919860021555,85.14919860021556
449,1,19,9,3,5.6751706201829055,85.17517062018291
450,1,19,10,3,5.6184501167597,85.1184501167597
451,1,20,0,3,5.223640864463131,84.72364086446314
452,1,20,1,3,5.1823187410932485,84.68231874109325
453,1,20,2,3,5.166827849991749,84.66682784999175
454,1,20,3,3,5.188895653689865,84.68889565368987
455,1,20,4,3,5.253347111148585,84.75334711114859
456,1,20,5,3,5.354560592654988,84.85456059265499
457,1,20,6,3,5.475766713479776,84.97576671347977
458,1,20,7,3,5.591685410206919,85.09168541020692
459,1,20,8,3,5.673926967910301,85.1739269679103
460,1,20,9,3,5.697764873295711,85.19776487329571
461,1,20,10,3,5.648538597608982,85.14853859760898
462,2,0,0,1,9.262596583144004,110.262596583144
463,2,0,1,1,9.103479340272056,110.10347934027206
464,2,0,2,1,8.916752272082201,109.9167522720822
465,2,0,3,1,8.742826675124535,109.74282667512453
466,2,0,4,1,8.62039318331888,109.62039318331888
467,2,0,5,1,8.576406035179694,109.57640603517969
468,2,0,6,1,8.619719448669168,109.61971944866917
469,2,0,7,1,8.739901943118348,109.73990194311835
470,2,0,8,1,8.911093846565898,109.9110938465659
471,2,0,9,1,9.099368441001731,110.09936844100173
472,2,0,10,1,9.271307609219383,110.27130760921938
473,2,1,0,1,9.292957858446234,110.29295785844623
474,2,1,1,1,9.139104159954767,110.13910415995477
475,2,1,2,1,8.959187593437324,109.95918759343732
476,2,1,3,1,8.78941091403803,109.78941091403803
477,2,1,4,1,8.665154610863548,109.66515461086355
478,2,1,5,1,8.612177027838458,109.61217702783846
479,2,1,6,1,8.64064117807346,109.64064117807347
480,2,1,7,1,8.743428655285673,109.74342865528567
481,2,1,8,1,8.898868576276785,109.89886857627678
482,2,1,9,1,9.076792010412856,110.07679201041286
483,2,1,10,1,9.246065865136558,110.24606586513656
484,2,2,0,1,9.229632129884036,110.22963212988404
485,2,2,1,1,9.094128816124432,110.09412881612444
486,2,2,2,1,8.93774256251074,109.93774256251073
487,2,2,3,1,8.789782657843551,109.78978265784355
488,2,2,4,1,8.679499357978418,109.67949935797841
489,2,2,5,1,8.629150709842463,109.62915070984246
490,2,2,6,1,8.648951714001685,109.64895171400168
491,2,2,7,1,8.735138593173117,109.73513859317312
492,2,2,8,1,8.871456569528966,109.87145656952896
493,2,2,9,1,9.033461740496568,110.03346174049656
494,2,2,10,1,9.194371190989573,110.19437119098957
495,2,3,0,2,2.063893389059698,75.0638933890597
496,2,3,1,2,1.9817523260609282,74.98175232606093
497,2,3,2,2,1.8895022345977146,74.88950223459771
498,2,3,3,2,1.7980052555732797,74.79800525557329
499,2,3,4,2,1.7190196092894425,74.71901960928945
500,2,3,5,2,1.6633771510336461,74.66337715103364
501,2,3,6,2,1.6392891562194558,74.63928915621946
502,2,3,7,2,1.6510763750568727,74.65107637505687
503,2,3,8,2,1.6985332630159418,74.69853326301595
504,2,3,9,2,1.7770163794586953,74.7770163794587
505,2,3,10,3,5.614914498395719,85.11491449839572
506,2,4,0,2,1.856055387040705,74.85605538704071
507,2,4,1,2,1.7974431408986369,74.79744314089864
508,2,4,2,2,1.7362517453617967,74.7362517453618
509,2,4,3,2,1.6787457612452312,74.67874576124522
510,2,4,4,2,1.6317381984095038,74.63173819840951
511,2,4,5,2,1.6017152226288716,74.60171522262887
512,2,4,6,3,5.089029575698637,84.58902957569863
513,2,4,7,3,5.15492275186656,84.65492275186656
514,2,4,8,3,5.255863156635241,84.75586315663524
515,2,4,9,3,5.381069031808863,84.88106903180886
516,2,4,10,3,5.5158648201174705,85.01586482011747
517,2,5,0,2,1.628499790295309,74.62849979029531
518,2,5,1,2,1.5943574953289998,74.594357495329
519,2,5,2,3,5.020519405084037,84.52051940508403
520,2,5,3,3,4.998276674108331,84.49827667410833
521,2,5,4,3,4.991917618969109,84.49191761896911
522,2,5,5,3,5.005281680312588,84.50528168031259
523,2,5,6,3,5.041805042247754,84.54180504224776
524,2,5,7,3,5.103459910041615,84.60345991004162
525,2,5,8,3,5.189495133939568,84.68949513393957
526,2,5,9,3,5.295477804035108,84.7954778040351
527,2,5,10,3,5.413112353915179,84.91311235391518
528,2,6,0,3,4.877128929482757,84.37712892948275
529,2,6,1,3,4.864926683922724,84.36492668392272
530,2,6,2,3,4.870487800750759,84.37048780075075
531,2,6,3,3,4.890502721998519,84.39050272199852
532,2,6,4,3,4.921303385258698,84.4213033852587
533,2,6,5,3,4.960707581466812,84.4607075814668
